coordinate_raw_axis_0,coordinate_raw_axis_1,coordinate_raw_axis_2,coordinate_atlas_axis_0,coordinate_atlas_axis_1,coordinate_atlas_axis_2,structure_name,hemisphere
17,2566,2803,1312,637,551,"Medullary reticular nucleus, ventral part",right
19,2331,2723,1309,564,524,Medulla,right
28,2699,2605,1309,700,497,Medulla,right
33,2276,2715,1306,547,519,Cuneate nucleus,right
37,2482,2898,1302,599,579,Medulla,left
39,2665,2604,1301,685,497,"Medullary reticular nucleus, ventral part",right
41,2707,3170,1303,670,650,"Medullary reticular nucleus, ventral part",left
42,2392,2498,1283,596,466,"Medullary reticular nucleus, dorsal part",right
50,2622,3056,1298,639,623,"Medullary reticular nucleus, ventral part",left
50,2277,2755,1298,544,532,Nucleus of the solitary tract,right
56,2311,2748,1294,554,532,Nucleus of the solitary tract,right
81,2757,3118,1294,682,636,"Medullary reticular nucleus, ventral part",left
81,2253,2627,1287,545,496,Medulla,right
81,2445,2580,1274,605,492,Intermediate reticular nucleus,right
84,2271,2568,1283,553,483,"Medullary reticular nucleus, dorsal part",right
85,2596,2722,1281,646,531,"Medullary reticular nucleus, ventral part",right
90,2239,2590,1285,544,488,Medulla,right
90,2458,2838,1277,596,564,Hypoglossal nucleus,right
92,2754,3168,1288,680,648,"Medullary reticular nucleus, ventral part",left
92,2406,2451,1265,601,463,"Medullary reticular nucleus, dorsal part",right
98,2220,2467,1280,548,459,"Medullary reticular nucleus, dorsal part",right
97,2270,2583,1280,553,489,Medulla,right
102,2247,2585,1282,546,489,Medulla,right
105,2215,2559,1283,540,482,Cuneate nucleus,right
105,2251,2601,1281,547,493,Medulla,right
105,2305,2483,1271,570,468,"Medullary reticular nucleus, dorsal part",right
105,2245,2582,1281,547,488,Medulla,right
107,2238,2597,1281,545,492,Medulla,right
109,2600,2715,1274,646,533,"Medullary reticular nucleus, ventral part",right
115,2203,2331,1277,553,433,"Spinal nucleus of the trigeminal, caudal part",right
113,2265,2510,1275,557,474,"Medullary reticular nucleus, dorsal part",right
114,2352,2436,1264,585,461,"Medullary reticular nucleus, dorsal part",right
117,2321,3181,1277,550,653,Medulla,left
117,2708,2500,1274,693,480,"Medullary reticular nucleus, ventral part",right
120,2231,2520,1278,548,477,Medulla,right
120,2277,2562,1274,557,488,"Medullary reticular nucleus, dorsal part",right
121,2221,2470,1277,549,465,"Medullary reticular nucleus, dorsal part",right
123,2237,2640,1279,543,507,Nucleus of the solitary tract,right
125,2203,2585,1281,538,492,Cuneate nucleus,right
128,2344,2396,1261,586,456,"Medullary reticular nucleus, dorsal part",right
139,2479,2276,1254,624,438,"Medullary reticular nucleus, dorsal part",right
139,2214,2597,1277,541,498,Nucleus of the solitary tract,right
131,2366,2468,1261,587,474,"Medullary reticular nucleus, dorsal part",right
134,2196,2586,1280,536,494,Cuneate nucleus,right
134,2362,2339,1258,591,446,"Medullary reticular nucleus, dorsal part",right
135,2202,2551,1279,540,487,Cuneate nucleus,right
135,2234,2535,1275,549,484,Medulla,right
135,2327,2354,1261,582,448,"Medullary reticular nucleus, dorsal part",right
137,2216,2556,1277,543,488,Medulla,right
137,2393,2364,1256,599,453,"Medullary reticular nucleus, dorsal part",right
137,2208,2540,1277,543,485,Medulla,right
140,2179,2439,1278,542,463,Medulla,right
141,2194,2501,1277,542,476,Medulla,right
144,2699,2603,1267,679,509,"Medullary reticular nucleus, ventral part",right
145,2252,2413,1268,560,460,"Medullary reticular nucleus, dorsal part",right
145,2220,2582,1276,544,496,Nucleus of the solitary tract,right
145,2223,2559,1275,546,492,Medulla,right
145,2236,2414,1270,557,460,"Medullary reticular nucleus, dorsal part",right
145,2307,2282,1261,578,434,"Medullary reticular nucleus, dorsal part",right
146,2209,2546,1276,543,488,Medulla,right
146,2226,2494,1273,550,478,"Medullary reticular nucleus, dorsal part",right
148,2550,2879,1261,620,576,Medulla,left
148,2244,2388,1268,560,456,"Medullary reticular nucleus, dorsal part",right
148,2634,3023,1265,638,611,"Medullary reticular nucleus, ventral part",left
149,2196,2298,1273,551,436,"Spinal nucleus of the trigeminal, caudal part",right
149,2311,2284,1260,579,436,"Medullary reticular nucleus, dorsal part",right
152,2558,2668,1260,633,527,"Medullary reticular nucleus, ventral part",right
153,2244,2474,1269,556,475,"Medullary reticular nucleus, dorsal part",right
153,2257,3196,1275,540,651,Medulla,left
153,2260,2350,1265,565,449,"Medullary reticular nucleus, dorsal part",right
154,2155,2594,1280,528,500,Cuneate nucleus,right
154,2199,2414,1272,548,462,"Medullary reticular nucleus, dorsal part",right
154,2198,2520,1274,543,484,Medulla,right
154,2750,2454,1263,695,476,"Medullary reticular nucleus, ventral part",right
155,2192,2509,1275,541,483,Medulla,right
156,2393,3377,1263,574,692,"Medullary reticular nucleus, dorsal part",left
156,2905,2849,1259,727,565,Nucleus raphe pallidus,right
157,2173,3058,1279,523,619,Nucleus of the solitary tract,left
157,2195,2466,1274,544,473,Medulla,right
157,2442,2465,1254,607,480,Intermediate reticular nucleus,right
157,2906,2522,1258,738,486,Medulla,right
163,2197,2564,1273,540,496,Nucleus of the solitary tract,right
163,2909,2610,1254,733,507,Medulla,right
161,2217,2495,1271,548,481,Medulla,right
161,2259,2395,1264,563,461,"Medullary reticular nucleus, dorsal part",right
161,2411,2299,1251,602,445,"Medullary reticular nucleus, dorsal part",right
162,2916,2560,1255,737,496,Medulla,right
164,2293,3471,1270,554,711,"Spinal nucleus of the trigeminal, caudal part",left
168,2375,2252,1251,593,435,"Medullary reticular nucleus, dorsal part",right
169,2205,2407,1269,549,464,"Medullary reticular nucleus, dorsal part",right
169,2900,2902,1255,718,579,Medulla,left
169,2215,2369,1267,553,456,"Medullary reticular nucleus, dorsal part",right
167,2210,2391,1268,551,461,"Medullary reticular nucleus, dorsal part",right
167,2391,2348,1251,595,456,"Medullary reticular nucleus, dorsal part",right
170,2742,2484,1258,687,485,"Medullary reticular nucleus, ventral part",right
170,2165,2394,1273,540,462,Medulla,right
