coordinate_raw_axis_0,coordinate_raw_axis_1,coordinate_raw_axis_2,coordinate_atlas_axis_0,coordinate_atlas_axis_1,coordinate_atlas_axis_2,structure_name,hemisphere
74,2800,2595,1313,616,498,Intermediate reticular nucleus,right
75,2727,2605,1313,596,499,"Medullary reticular nucleus, dorsal part",right
77,2777,2501,1307,613,474,"Medullary reticular nucleus, dorsal part",right
78,2739,2587,1310,600,494,"Medullary reticular nucleus, dorsal part",right
79,2745,2839,1316,595,561,Medulla,right
79,2712,2541,1308,595,482,"Medullary reticular nucleus, dorsal part",right
81,2735,2655,1313,596,512,"Medullary reticular nucleus, dorsal part",right
81,2795,2645,1312,612,510,Intermediate reticular nucleus,right
81,2648,2663,1316,574,513,"Medullary reticular nucleus, dorsal part",right
82,2725,2835,1315,590,560,Medulla,right
82,2811,2634,1311,616,508,Intermediate reticular nucleus,right
82,2783,2681,1313,608,519,Intermediate reticular nucleus,right
83,2690,2570,1308,588,489,"Medullary reticular nucleus, dorsal part",right
83,2796,2525,1304,616,480,"Medullary reticular nucleus, dorsal part",right
83,2700,2549,1307,591,484,"Medullary reticular nucleus, dorsal part",right
83,2710,2633,1311,590,506,"Medullary reticular nucleus, dorsal part",right
83,2728,2711,1313,592,526,Intermediate reticular nucleus,right
83,2741,2843,1314,593,563,Medulla,right
83,2714,2829,1314,587,558,Dorsal motor nucleus of the vagus nerve,right
84,2786,3285,1304,618,681,"Medullary reticular nucleus, dorsal part",left
84,2737,2685,1312,594,519,Intermediate reticular nucleus,right
86,2793,2839,1313,607,561,Medulla,right
86,2627,2811,1316,564,552,Medulla,right
90,2663,2732,1312,575,531,Medulla,right
90,2715,2576,1305,593,491,"Medullary reticular nucleus, dorsal part",right
89,2745,2682,1310,597,518,Intermediate reticular nucleus,right
89,2768,2810,1312,600,553,Medulla,right
91,2812,2595,1304,616,497,Intermediate reticular nucleus,right
91,2687,2665,1309,581,513,"Medullary reticular nucleus, dorsal part",right
92,2633,2837,1312,566,559,Dorsal motor nucleus of the vagus nerve,right
92,2768,2680,1308,603,518,Intermediate reticular nucleus,right
92,2692,2657,1308,583,511,"Medullary reticular nucleus, dorsal part",right
92,2731,2511,1299,600,475,"Medullary reticular nucleus, dorsal part",right
92,2744,2825,1310,593,557,Medulla,right
92,2614,2650,1312,564,509,Cuneate nucleus,right
94,2713,2796,1309,586,549,Medulla,right
94,2694,2819,1309,581,556,Dorsal motor nucleus of the vagus nerve,right
93,2676,2545,1304,584,482,"Medullary reticular nucleus, dorsal part",right
93,2690,2603,1306,585,498,"Medullary reticular nucleus, dorsal part",right
93,2810,2465,1298,622,466,"Medullary reticular nucleus, dorsal part",right
95,2698,2637,1305,586,506,"Medullary reticular nucleus, dorsal part",right
95,2730,2501,1297,600,472,"Medullary reticular nucleus, dorsal part",right
96,2668,2580,1304,581,491,"Medullary reticular nucleus, dorsal part",right
96,2685,2724,1308,579,529,Medulla,right
97,2693,2831,1308,580,558,Dorsal motor nucleus of the vagus nerve,right
97,2686,2479,1298,590,467,"Medullary reticular nucleus, dorsal part",right
97,2702,2709,1308,583,525,"Medullary reticular nucleus, dorsal part",right
97,2765,2781,1308,598,545,Medulla,right
97,2679,2639,1306,581,507,"Medullary reticular nucleus, dorsal part",right
97,2751,2738,1307,595,534,Intermediate reticular nucleus,right
98,2562,2870,1313,548,569,Medulla,right
100,2665,2650,1306,576,509,"Medullary reticular nucleus, dorsal part",right
100,2749,2669,1304,597,515,Intermediate reticular nucleus,right
100,2723,2835,1306,588,560,Medulla,right
99,2690,2640,1304,583,507,"Medullary reticular nucleus, dorsal part",right
99,2715,2718,1306,587,528,Intermediate reticular nucleus,right
101,2689,2649,1305,583,509,"Medullary reticular nucleus, dorsal part",right
103,2726,2545,1297,596,483,"Medullary reticular nucleus, dorsal part",right
104,2638,2573,1302,573,489,"Medullary reticular nucleus, dorsal part",right
104,2617,2825,1308,560,557,Dorsal motor nucleus of the vagus nerve,right
105,2661,2553,1300,579,484,"Medullary reticular nucleus, dorsal part",right
107,2629,2505,1298,574,472,"Medullary reticular nucleus, dorsal part",right
107,2647,2611,1302,572,498,"Medullary reticular nucleus, dorsal part",right
107,2560,2846,1308,547,562,Nucleus of the solitary tract,right
107,2602,2831,1307,557,558,Nucleus of the solitary tract,right
107,2648,2812,1305,569,553,Dorsal motor nucleus of the vagus nerve,right
107,2775,2598,1297,606,497,Intermediate reticular nucleus,right
107,2628,2817,1305,564,554,Dorsal motor nucleus of the vagus nerve,right
106,2578,2803,1309,552,551,Nucleus of the solitary tract,right
106,2674,2794,1305,575,549,Dorsal motor nucleus of the vagus nerve,right
106,2708,2588,1299,590,494,"Medullary reticular nucleus, dorsal part",right
106,2777,2668,1301,603,515,Intermediate reticular nucleus,right
106,2710,2503,1294,594,473,"Medullary reticular nucleus, dorsal part",right
108,2740,2716,1302,592,527,Intermediate reticular nucleus,right
108,2618,2792,1306,561,547,Dorsal motor nucleus of the vagus nerve,right
108,2751,2567,1296,601,488,"Medullary reticular nucleus, dorsal part",right
109,2635,2798,1305,565,550,Dorsal motor nucleus of the vagus nerve,right
109,2673,2616,1301,580,500,"Medullary reticular nucleus, dorsal part",right
109,2722,2463,1291,598,464,"Medullary reticular nucleus, dorsal part",right
109,2644,2743,1305,568,534,Medulla,right
111,2659,2508,1295,581,473,"Medullary reticular nucleus, dorsal part",right
111,2647,2495,1295,578,469,"Medullary reticular nucleus, dorsal part",right
111,2679,2556,1296,584,485,"Medullary reticular nucleus, dorsal part",right
110,2759,2589,1296,602,495,"Medullary reticular nucleus, dorsal part",right
110,2461,2810,1313,525,552,Gracile nucleus,right
110,2617,2660,1305,563,511,"Medullary reticular nucleus, dorsal part",right
112,2769,2603,1296,604,498,Intermediate reticular nucleus,right
113,2561,2827,1307,547,556,Nucleus of the solitary tract,right
113,2616,2587,1302,566,491,"Medullary reticular nucleus, dorsal part",right
113,2733,2681,1299,592,517,Intermediate reticular nucleus,right
113,2510,2770,1310,536,541,Gracile nucleus,right
113,2660,2563,1298,578,487,"Medullary reticular nucleus, dorsal part",right
113,2702,2701,1301,583,522,"Medullary reticular nucleus, dorsal part",right
113,2717,2648,1299,588,509,"Medullary reticular nucleus, dorsal part",right
114,2739,2636,1297,595,506,Intermediate reticular nucleus,right
114,2625,2753,1304,563,537,Medulla,right
114,2684,2619,1298,582,501,"Medullary reticular nucleus, dorsal part",right
115,2457,2803,1311,524,550,Gracile nucleus,right
115,2675,2812,1300,574,553,Dorsal motor nucleus of the vagus nerve,right
115,2686,2473,1290,589,465,"Medullary reticular nucleus, dorsal part",right
116,2452,2900,1310,523,577,Gracile nucleus,left
116,2597,2815,1304,555,554,Nucleus of the solitary tract,right
117,2953,3443,1299,659,719,"Spinal nucleus of the trigeminal, caudal part",left
117,2543,2836,1306,544,559,Nucleus of the solitary tract,right
121,2549,2617,1304,548,498,Cuneate nucleus,right
121,2551,2810,1305,545,552,Nucleus of the solitary tract,right
122,3004,2681,1312,664,522,"Medullary reticular nucleus, ventral part",right
