coordinate_raw_axis_0,coordinate_raw_axis_1,coordinate_raw_axis_2,coordinate_atlas_axis_0,coordinate_atlas_axis_1,coordinate_atlas_axis_2,structure_name,hemisphere
85,3302,3153,1313,672,464,Intermediate reticular nucleus,right
121,2881,3431,1297,552,528,Nucleus of the solitary tract,right
152,2891,3311,1285,558,500,"Medullary reticular nucleus, dorsal part",right
157,2834,3247,1285,544,485,Medulla,right
165,2946,3169,1277,575,471,"Medullary reticular nucleus, dorsal part",right
167,2901,3271,1279,562,492,"Medullary reticular nucleus, dorsal part",right
167,3004,3118,1274,592,461,"Medullary reticular nucleus, dorsal part",right
169,2839,3194,1281,548,476,Medulla,right
169,2778,3062,1284,538,447,"Spinal nucleus of the trigeminal, caudal part",right
171,2843,3240,1280,549,486,Medulla,right
172,2799,3227,1282,538,482,Cuneate nucleus,right
177,2842,3161,1279,549,469,"Medullary reticular nucleus, dorsal part",right
179,2796,3125,1280,540,462,Medulla,right
180,2904,3206,1275,565,479,"Medullary reticular nucleus, dorsal part",right
180,2776,3143,1281,534,466,Medulla,right
185,2804,3013,1279,547,441,"Spinal nucleus of the trigeminal, caudal part",right
185,2863,3123,1275,557,463,"Medullary reticular nucleus, dorsal part",right
190,2902,3284,1272,565,498,"Medullary reticular nucleus, dorsal part",right
187,2940,3094,1271,577,458,"Medullary reticular nucleus, dorsal part",right
189,3153,3968,1269,637,662,Intermediate reticular nucleus,left
193,2916,3147,1271,570,468,"Medullary reticular nucleus, dorsal part",right
195,3506,3836,1281,728,632,Medulla,left
196,3182,3790,1269,639,624,"Medullary reticular nucleus, ventral part",left
196,3185,3792,1270,641,624,"Medullary reticular nucleus, ventral part",left
196,3248,2952,1270,659,428,"Medullary reticular nucleus, dorsal part",right
197,3144,3404,1266,628,525,"Medullary reticular nucleus, ventral part",right
198,2814,3183,1274,544,477,Medulla,right
201,2812,3181,1273,543,476,Medulla,right
203,2833,3147,1271,551,469,"Medullary reticular nucleus, dorsal part",right
203,3156,2877,1268,632,415,"Medullary reticular nucleus, dorsal part",right
207,3020,3426,1262,599,531,"Medullary reticular nucleus, ventral part",right
210,3487,3787,1275,721,621,Inferior olivary complex,left
210,3343,3255,1265,684,491,"Medullary reticular nucleus, ventral part",right
210,2862,3045,1268,560,450,"Medullary reticular nucleus, dorsal part",right
209,3018,3048,1263,599,451,"Medullary reticular nucleus, dorsal part",right
211,3521,3794,1274,730,623,Medulla,left
213,2885,3101,1266,564,461,"Medullary reticular nucleus, dorsal part",right
212,3298,4410,1269,670,754,"Spinal nucleus of the trigeminal, caudal part",left
212,2882,2931,1269,567,427,"Spinal nucleus of the trigeminal, caudal part",right
214,3505,3785,1273,726,621,Medulla,left
215,3514,3813,1273,729,627,Inferior olivary complex,left
215,2820,4229,1268,556,712,"Spinal nucleus of the trigeminal, caudal part",left
215,2934,2910,1266,580,424,"Medullary reticular nucleus, dorsal part",right
215,2977,4304,1262,589,727,"Spinal nucleus of the trigeminal, caudal part",left
217,2912,4276,1264,575,721,"Spinal nucleus of the trigeminal, caudal part",left
222,2964,3484,1260,587,547,Hypoglossal nucleus,right
218,3003,4243,1259,597,715,"Medullary reticular nucleus, dorsal part",left
221,3476,3767,1271,718,617,Inferior olivary complex,left
220,3497,3812,1271,723,627,Inferior olivary complex,left
220,3489,3862,1272,722,638,Medulla,left
220,2799,3106,1267,544,463,"Medullary reticular nucleus, dorsal part",right
219,2828,4044,1265,557,674,"Medullary reticular nucleus, dorsal part",left
223,3497,3783,1269,722,621,Inferior olivary complex,left
225,3502,3790,1269,724,622,Inferior olivary complex,left
227,3441,3750,1268,708,614,Medulla,left
227,3494,3803,1268,722,625,Inferior olivary complex,left
229,3438,3778,1268,708,621,Medulla,left
228,3165,2814,1260,633,404,"Spinal nucleus of the trigeminal, caudal part",right
228,3483,3800,1268,720,625,Inferior olivary complex,left
233,3489,3780,1266,720,620,Inferior olivary complex,left
236,3447,3787,1265,709,622,Inferior olivary complex,left
236,2796,3155,1261,542,474,Medulla,right
234,3510,3854,1266,726,636,Inferior olivary complex,left
237,3015,3479,1254,600,546,Medulla,right
242,3463,3771,1262,713,618,Inferior olivary complex,left
242,3496,3809,1262,721,626,Inferior olivary complex,left
242,2982,4320,1253,589,728,"Spinal nucleus of the trigeminal, caudal part",left
241,3482,3568,1260,717,569,Nucleus raphe pallidus,right
244,3463,3780,1261,713,620,Inferior olivary complex,left
245,3114,4583,1258,621,785,"Spinal nucleus of the trigeminal, caudal part",left
245,3523,3595,1258,727,575,Nucleus raphe pallidus,left
250,2996,2653,1255,590,370,"Spinal nucleus of the trigeminal, caudal part",right
250,3514,3590,1256,724,574,Nucleus raphe pallidus,left
247,3467,3852,1260,713,635,Medulla,left
247,3067,2740,1254,607,390,"Spinal nucleus of the trigeminal, caudal part",right
246,3434,3631,1260,706,584,Inferior olivary complex,left
246,3503,3804,1260,723,625,Inferior olivary complex,left
249,3152,4335,1249,630,731,"Medullary reticular nucleus, dorsal part",left
249,3499,3806,1259,721,625,Inferior olivary complex,left
251,3424,3627,1257,704,583,Inferior olivary complex,left
253,3443,3770,1258,708,618,Inferior olivary complex,left
254,3449,3836,1257,709,632,Medulla,left
252,3469,3847,1258,714,634,Medulla,left
257,3442,3660,1256,707,591,Inferior olivary complex,left
257,3475,3625,1255,715,583,Medulla,left
257,2691,3981,1258,521,655,Parasolitary nucleus,left
257,3107,3437,1246,621,535,"Medullary reticular nucleus, ventral part",right
256,3486,3826,1256,717,629,Inferior olivary complex,left
256,3513,3833,1256,724,631,Inferior olivary complex,left
256,2755,4105,1256,538,683,Medulla,left
258,3409,3803,1255,699,626,Medulla,left
258,3496,3811,1255,719,626,Inferior olivary complex,left
258,3510,3619,1253,722,582,Medulla,left
258,3474,3796,1255,714,623,Inferior olivary complex,left
259,3501,3804,1254,720,625,Inferior olivary complex,left
259,3504,3607,1253,721,578,Medulla,left
259,3477,3835,1255,714,632,Medulla,left
261,3452,3615,1254,709,580,Inferior olivary complex,left
261,3478,3770,1254,715,617,Inferior olivary complex,left
261,2722,3134,1254,525,472,Medulla,right
262,3428,3633,1254,704,585,Inferior olivary complex,left
262,3449,3694,1254,708,600,Inferior olivary complex,left
262,3464,3787,1254,712,621,Inferior olivary complex,left
263,3410,3605,1252,699,578,Inferior olivary complex,left
263,3476,3610,1252,714,579,Inferior olivary complex,left
264,3538,3828,1251,729,630,Inferior olivary complex,left
267,3422,3628,1251,701,584,Inferior olivary complex,left
267,3437,3734,1251,704,609,Inferior olivary complex,left
267,2654,4003,1254,511,659,Parasolitary nucleus,left
265,3202,4488,1246,642,765,"Spinal nucleus of the trigeminal, caudal part",left
265,3518,3617,1251,723,580,Medulla,left
265,2714,3088,1252,524,462,Medulla,right
266,3495,3781,1252,718,619,Inferior olivary complex,left
268,3436,3630,1251,705,584,Inferior olivary complex,left
268,3459,3774,1251,710,618,Inferior olivary complex,left
268,3472,3750,1251,712,612,Inferior olivary complex,left
268,3066,3876,1243,615,636,"Medullary reticular nucleus, ventral part",left
268,3478,3784,1251,714,620,Inferior olivary complex,left
