coordinate_raw_axis_0,coordinate_raw_axis_1,coordinate_raw_axis_2,coordinate_atlas_axis_0,coordinate_atlas_axis_1,coordinate_atlas_axis_2,structure_name,hemisphere
273,2405,3370,1243,516,666,Parasolitary nucleus,left
273,3253,3051,1238,713,603,Inferior olivary complex,left
273,3283,3121,1239,719,620,Inferior olivary complex,left
273,3306,3154,1239,724,629,Inferior olivary complex,left
273,3320,3188,1239,727,637,Inferior olivary complex,left
273,3362,3331,1243,740,670,Medulla,left
273,3378,3231,1237,744,647,Medulla,left
272,2500,3286,1241,536,648,Nucleus of the solitary tract,left
272,3144,2979,1241,689,584,Inferior olivary complex,left
272,3212,2978,1239,705,584,Inferior olivary complex,left
272,3218,2953,1239,708,578,Inferior olivary complex,left
272,3203,2961,1239,704,579,Inferior olivary complex,left
272,3258,2968,1236,717,582,Medulla,left
274,3200,2977,1239,702,583,Inferior olivary complex,left
274,2403,3381,1242,516,668,Parasolitary nucleus,left
274,3137,2991,1240,686,586,Inferior olivary complex,left
274,3170,2982,1240,695,584,Inferior olivary complex,left
274,3244,2977,1237,713,583,Inferior olivary complex,left
274,3338,3276,1241,733,657,Medulla,left
274,3342,3404,1246,736,685,Medulla,left
274,3346,3292,1241,735,660,Medulla,left
274,2333,3385,1243,499,670,Cuneate nucleus,left
274,3185,2972,1239,699,581,Inferior olivary complex,left
274,3202,3100,1241,698,614,Medulla,left
274,3254,3123,1240,711,621,Inferior olivary complex,left
274,3273,3138,1239,716,625,Inferior olivary complex,left
274,3334,3257,1240,732,652,Medulla,left
274,3356,3240,1238,737,649,Medulla,left
274,3370,3229,1237,741,647,Medulla,left
274,3236,3016,1238,709,594,Inferior olivary complex,left
274,3250,3108,1239,710,617,Inferior olivary complex,left
274,3254,2726,1241,724,518,Medulla,right
275,3213,3034,1238,703,598,Inferior olivary complex,left
275,3231,3043,1238,707,601,Inferior olivary complex,left
275,3260,3128,1239,712,622,Inferior olivary complex,left
275,2324,3244,1246,496,641,Parasolitary nucleus,left
275,2362,3341,1243,505,660,Parasolitary nucleus,left
275,2455,3424,1240,527,676,Nucleus of the solitary tract,left
275,3109,3275,1245,676,649,"Medullary reticular nucleus, ventral part",left
275,3228,3110,1239,705,617,Inferior olivary complex,left
275,3240,3131,1240,707,621,Medulla,left
275,3317,3326,1244,727,667,Medulla,left
275,3389,3225,1234,746,646,Medulla,left
275,3228,3009,1237,708,592,Inferior olivary complex,left
275,3382,3279,1237,744,659,Medulla,left
278,3379,3238,1234,743,649,Medulla,left
278,3245,3149,1239,708,626,Medulla,left
278,3179,3113,1240,692,617,Medulla,left
278,3185,2988,1238,697,586,Inferior olivary complex,left
278,3203,2953,1237,703,577,Inferior olivary complex,left
278,3211,3074,1238,701,608,Inferior olivary complex,left
278,3222,3052,1237,704,602,Inferior olivary complex,left
278,3247,2983,1235,712,585,Inferior olivary complex,left
278,3254,2998,1235,714,590,Inferior olivary complex,left
278,3255,3005,1235,714,591,Inferior olivary complex,left
278,3258,3132,1238,712,622,Inferior olivary complex,left
278,3265,3063,1235,714,606,Inferior olivary complex,left
278,3307,3161,1236,723,629,Inferior olivary complex,left
278,3348,3286,1239,735,659,Medulla,left
278,3370,3321,1239,742,667,Medulla,left
278,3074,3666,1247,667,725,"Medullary reticular nucleus, dorsal part",left
278,3136,2967,1238,686,580,Inferior olivary complex,left
278,3169,2980,1238,694,584,Inferior olivary complex,left
278,3203,3075,1238,699,608,Inferior olivary complex,left
278,3224,3095,1238,704,613,Inferior olivary complex,left
278,3227,3147,1240,703,624,Medulla,left
278,3255,3036,1235,713,599,Inferior olivary complex,left
278,3260,2966,1234,716,580,Medulla,left
278,3262,3101,1237,712,615,Inferior olivary complex,left
278,3299,3203,1239,721,639,Medulla,left
278,3368,3294,1238,741,662,Medulla,left
278,3379,3229,1234,743,647,Medulla,left
276,3151,3010,1239,688,591,Inferior olivary complex,left
276,3242,3014,1237,710,594,Inferior olivary complex,left
276,3217,3115,1240,701,617,Medulla,left
276,3330,3204,1238,729,640,Inferior olivary complex,left
276,3121,2963,1239,683,580,Inferior olivary complex,left
276,3156,2963,1239,691,580,Inferior olivary complex,left
276,3211,3056,1239,702,603,Inferior olivary complex,left
276,3214,2983,1237,705,585,Inferior olivary complex,left
276,3230,3074,1238,706,608,Inferior olivary complex,left
276,3256,3173,1241,710,632,Medulla,left
276,3274,2988,1234,720,587,Medulla,left
276,3304,3145,1237,723,626,Inferior olivary complex,left
276,3313,3179,1237,725,634,Inferior olivary complex,left
276,3325,3157,1236,728,629,Inferior olivary complex,left
276,3328,3214,1238,729,643,Inferior olivary complex,left
276,3381,3250,1236,744,652,Medulla,left
276,3206,3062,1239,700,604,Inferior olivary complex,left
276,3235,3010,1237,709,592,Inferior olivary complex,left
277,3263,3146,1239,713,625,Inferior olivary complex,left
277,3186,3089,1240,694,611,Medulla,left
277,3200,3015,1238,700,593,Inferior olivary complex,left
277,3243,3001,1236,712,590,Inferior olivary complex,left
277,3318,3346,1244,729,671,Medulla,left
277,3347,3533,1245,737,711,ventral spinocerebellar tract,left
277,3154,2992,1239,690,586,Inferior olivary complex,left
277,3219,3086,1239,703,611,Inferior olivary complex,left
277,3221,2969,1237,707,581,Inferior olivary complex,left
277,3227,3131,1240,703,621,Medulla,left
277,3243,3079,1238,709,610,Inferior olivary complex,left
277,3246,3120,1239,708,619,Inferior olivary complex,left
277,3259,3086,1237,713,611,Inferior olivary complex,left
277,3338,3377,1244,735,678,Medulla,left
277,3348,3252,1238,735,651,Medulla,left
277,3160,2954,1239,693,577,Inferior olivary complex,left
277,3215,2976,1237,705,583,Inferior olivary complex,left
277,3250,2705,1241,722,513,Inferior olivary complex,right
277,3253,3058,1237,712,605,Inferior olivary complex,left
277,3263,3015,1235,716,594,Medulla,left
277,3365,3263,1238,740,655,Medulla,left
279,3372,3269,1236,740,656,Medulla,left
279,3146,2978,1237,687,583,Inferior olivary complex,left
279,3195,3047,1237,698,600,Inferior olivary complex,left
279,3380,3288,1236,744,660,Medulla,left
281,3183,2979,1237,697,583,Inferior olivary complex,left
281,2374,2409,1242,504,462,Cuneate nucleus,right
281,3378,3292,1236,744,660,Medulla,left
281,2998,2925,1237,655,570,Nucleus raphe obscurus,right
281,3150,2947,1237,690,574,Inferior olivary complex,left
282,2401,2394,1242,510,459,Cuneate nucleus,right
282,2347,3323,1241,501,657,Parasolitary nucleus,left
282,2380,3419,1239,509,676,Cuneate nucleus,left
282,2398,3421,1238,514,675,Parasolitary nucleus,left
282,2704,3445,1235,584,681,Parvicellular reticular nucleus,left
282,3071,3115,1236,666,614,Medulla,left
282,3130,3251,1242,680,644,"Medullary reticular nucleus, ventral part",left
282,3387,3273,1234,744,657,Medulla,left
282,3121,2948,1237,682,575,Inferior olivary complex,left
283,2774,2248,1260,604,427,"Medullary reticular nucleus, dorsal part",right
283,3142,2969,1236,686,580,Inferior olivary complex,left
283,3123,3612,1246,680,714,Intermediate reticular nucleus,left
283,3168,2971,1235,693,580,Inferior olivary complex,left
284,3360,3271,1234,737,655,Medulla,left
284,2326,2478,1242,493,477,Cuneate nucleus,right
284,3161,2985,1235,690,584,Inferior olivary complex,left
285,1481,2486,1277,304,473,Folium-tuber vermis (VII),right
285,2936,2176,1258,641,409,"Medullary reticular nucleus, dorsal part",right
285,3193,2984,1235,699,584,Inferior olivary complex,left
285,3369,3255,1233,739,652,Medulla,left
286,3387,3279,1232,744,657,Medulla,left
288,2354,3370,1238,503,665,Parasolitary nucleus,left
288,2397,2682,1241,508,516,Nucleus of the solitary tract,right
288,3177,2980,1234,693,583,Inferior olivary complex,left
288,3369,3270,1232,739,654,Medulla,left
288,3145,2937,1234,687,571,Inferior olivary complex,left
289,2337,3430,1238,498,679,Cuneate nucleus,left
289,3031,3645,1241,657,720,"Medullary reticular nucleus, dorsal part",left
289,3135,2967,1234,684,579,Inferior olivary complex,left
289,3236,2962,1231,708,578,Inferior olivary complex,left
289,3249,2987,1231,711,585,Inferior olivary complex,left
289,3290,3132,1232,717,621,Inferior olivary complex,left
289,3311,3189,1233,722,635,Inferior olivary complex,left
289,3349,3211,1231,733,640,Inferior olivary complex,left
289,3352,3235,1232,733,646,Inferior olivary complex,left
289,3388,3246,1229,744,649,Medulla,left
289,3394,3221,1227,745,643,Medulla,left
289,3185,2956,1233,696,576,Inferior olivary complex,left
289,3201,3013,1233,698,592,Inferior olivary complex,left
289,3335,3231,1233,729,644,Inferior olivary complex,left
291,3169,3001,1232,691,587,Inferior olivary complex,left
291,3297,2961,1225,722,578,Medulla,left
291,3356,3225,1229,734,643,Inferior olivary complex,left
291,3147,2958,1232,686,577,Inferior olivary complex,left
291,3193,2961,1231,698,577,Inferior olivary complex,left
291,2320,3392,1237,495,670,Cuneate nucleus,left
291,3222,2978,1230,703,583,Inferior olivary complex,left
291,3241,2956,1229,708,576,Inferior olivary complex,left
291,3271,2967,1227,715,579,Medulla,left
291,3347,3243,1231,731,648,Inferior olivary complex,left
291,3083,3231,1235,668,638,"Medullary reticular nucleus, ventral part",left
291,3132,2930,1233,683,569,Medulla,right
291,3205,2965,1231,700,579,Inferior olivary complex,left
291,3219,2937,1230,704,571,Nucleus raphe pallidus,left
291,3251,2939,1229,711,572,Nucleus raphe pallidus,left
291,3264,2942,1228,715,572,Nucleus raphe pallidus,left
290,2341,2403,1239,495,462,Cuneate nucleus,right
290,3177,2962,1233,693,577,Inferior olivary complex,left
290,3257,2968,1229,712,580,Medulla,left
290,3293,2986,1227,721,585,Medulla,left
290,2403,3414,1235,515,673,Parasolitary nucleus,left
290,2421,3427,1235,518,675,Nucleus of the solitary tract,left
290,3182,2950,1233,695,575,Inferior olivary complex,left
290,3211,2972,1232,701,580,Inferior olivary complex,left
290,3218,2970,1231,704,580,Inferior olivary complex,left
290,3274,3090,1230,714,611,Inferior olivary complex,left
290,3317,3232,1233,723,644,Medulla,left
290,3341,3176,1229,730,632,Inferior olivary complex,left
290,3352,3202,1229,732,638,Inferior olivary complex,left
290,3358,3209,1229,735,640,Inferior olivary complex,left
290,3397,3273,1229,746,656,Medulla,left
290,3276,2941,1228,718,573,Nucleus raphe pallidus,left
290,3312,3142,1230,722,623,Inferior olivary complex,left
290,3383,3280,1230,743,657,Medulla,left
292,3265,2987,1228,714,584,Medulla,left
292,3151,2968,1232,687,580,Inferior olivary complex,left
292,3185,3002,1232,694,587,Inferior olivary complex,left
292,3187,3028,1232,694,595,Inferior olivary complex,left
292,3274,3135,1231,713,621,Inferior olivary complex,left
