coordinate_raw_axis_0,coordinate_raw_axis_1,coordinate_raw_axis_2,coordinate_atlas_axis_0,coordinate_atlas_axis_1,coordinate_atlas_axis_2,structure_name,hemisphere
159,2178,2568,1315,512,513,Medulla,right
169,2329,2871,1316,550,583,Medulla,left
169,2371,2450,1314,559,488,"Medullary reticular nucleus, dorsal part",right
177,2275,2835,1311,535,575,Gracile nucleus,left
178,2284,2758,1309,537,558,Gracile nucleus,right
178,2284,2749,1309,537,556,Gracile nucleus,right
179,2220,2767,1307,521,559,Gracile nucleus,right
179,2289,2589,1307,538,519,Cuneate nucleus,right
180,2318,2705,1308,546,546,Nucleus of the solitary tract,right
181,2262,2764,1308,531,559,Gracile nucleus,right
185,2259,2746,1305,530,555,Gracile nucleus,right
185,2316,2681,1306,544,540,Nucleus of the solitary tract,right
190,2962,2998,1287,727,617,Medulla,left
190,2937,2559,1288,712,515,Medulla,right
193,2269,2655,1301,532,534,Cuneate nucleus,right
193,2288,2946,1302,538,599,Nucleus of the solitary tract,left
193,2959,2993,1286,726,616,Medulla,left
193,2751,2690,1292,658,547,Medulla,right
194,2249,2728,1300,527,551,Gracile nucleus,right
195,2258,2653,1299,529,534,Medulla,right
198,2264,2695,1298,530,543,Gracile nucleus,right
198,2249,2718,1298,527,549,Gracile nucleus,right
201,2234,2611,1296,523,523,Cuneate nucleus,right
209,2272,2981,1293,532,606,Nucleus of the solitary tract,left
212,2325,2500,1289,547,499,Medulla,right
217,2905,2994,1277,703,617,Medulla,left
215,2251,2996,1289,526,609,Nucleus of the solitary tract,left
215,2827,2602,1279,675,524,Medulla,right
218,2716,3353,1299,653,688,"Medullary reticular nucleus, dorsal part",left
227,2195,2671,1282,510,538,Gracile nucleus,right
232,2233,3026,1281,520,616,Nucleus of the solitary tract,left
234,2418,2231,1277,566,443,"Medullary reticular nucleus, dorsal part",right
235,2508,3210,1288,598,657,"Medullary reticular nucleus, dorsal part",left
235,2853,2995,1269,683,616,Medulla,left
237,2530,3214,1288,603,658,"Medullary reticular nucleus, dorsal part",left
238,3043,3017,1255,733,624,pyramid,left
241,2208,2582,1276,514,517,Nucleus of the solitary tract,right
242,2203,2558,1275,513,513,Cuneate nucleus,right
242,2201,3030,1276,511,618,Nucleus of the solitary tract,left
242,2226,3070,1276,517,626,Nucleus of the solitary tract,left
242,2328,2345,1272,546,466,"Medullary reticular nucleus, dorsal part",right
243,2191,3052,1275,508,622,Gracile nucleus,left
244,2302,3112,1276,538,635,Nucleus of the solitary tract,left
244,2233,3079,1275,519,629,Cuneate nucleus,left
245,3084,3121,1253,744,648,Medulla,left
245,3077,3152,1255,743,654,Medulla,left
247,3066,3111,1252,737,645,Medulla,left
250,3074,3162,1253,741,657,Medulla,left
250,3045,3112,1253,731,645,Inferior olivary complex,left
246,3077,3143,1254,742,653,Medulla,left
249,3061,3135,1254,737,651,Medulla,left
249,3052,3165,1256,735,657,Medulla,left
249,3072,3116,1252,739,646,Medulla,left
248,3096,3128,1251,746,650,Medulla,left
251,3039,3074,1251,728,637,Inferior olivary complex,left
251,3053,3008,1246,730,622,pyramid,left
251,3060,3092,1250,734,641,Inferior olivary complex,left
252,3026,2988,1247,721,618,Medulla,left
252,3042,3053,1250,727,633,Inferior olivary complex,left
252,3077,3102,1249,738,643,Medulla,left
252,2832,2989,1261,671,615,Medulla,left
252,3104,3113,1247,746,646,Medulla,left
253,3047,3127,1253,731,648,Inferior olivary complex,left
253,3094,3124,1249,744,649,Medulla,left
253,3114,3092,1245,748,641,Medulla,left
253,3088,3171,1251,744,659,Medulla,left
254,3070,3145,1251,737,653,Medulla,left
254,3087,3069,1246,739,636,Medulla,left
254,2200,3069,1271,510,627,Medulla,left
254,2209,3067,1271,512,625,Nucleus of the solitary tract,left
254,3029,3015,1247,723,623,Medulla,left
254,3070,3084,1248,735,640,Medulla,left
254,3085,3134,1249,741,651,Medulla,left
254,3086,3142,1249,741,652,Medulla,left
256,2851,2797,1250,670,568,Inferior olivary complex,right
256,2998,2991,1247,713,617,Inferior olivary complex,left
256,3028,2996,1245,721,619,Medulla,left
255,3060,3159,1251,734,656,Medulla,left
255,3080,3183,1250,740,662,Medulla,left
255,2068,3172,1273,484,654,Cuneate nucleus,left
257,3049,3158,1252,732,656,Medulla,left
258,3105,3124,1245,744,649,Medulla,left
259,3100,3075,1242,741,637,Medulla,left
259,2824,2984,1256,668,613,Medulla,left
259,3039,3141,1250,727,651,Medulla,left
259,3051,3134,1249,730,650,Inferior olivary complex,left
259,3117,3134,1244,746,651,Medulla,left
260,2992,3281,1258,716,680,"Lateral reticular nucleus, magnocellular part",left
260,2998,3015,1246,713,623,Inferior olivary complex,left
260,3085,3185,1248,740,662,Medulla,left
260,3059,3108,1247,731,645,Inferior olivary complex,left
260,2177,3044,1268,504,622,Medulla,left
261,3076,3119,1246,736,647,Medulla,left
261,3050,3202,1252,731,665,Medulla,left
261,2942,3462,1261,700,719,"Lateral reticular nucleus, magnocellular part",left
261,3017,3031,1246,717,627,Inferior olivary complex,left
262,3085,3061,1241,735,634,Medulla,left
262,3044,3100,1247,727,643,Inferior olivary complex,left
262,3060,3048,1243,729,631,Inferior olivary complex,left
262,3072,3085,1244,732,639,Inferior olivary complex,left
262,2376,2208,1263,553,439,"Medullary reticular nucleus, dorsal part",right
262,2388,2249,1263,558,447,"Medullary reticular nucleus, dorsal part",right
262,2822,2983,1256,666,613,Medulla,left
262,3007,3222,1255,719,668,Medulla,left
263,3064,3159,1247,733,656,Medulla,left
263,3069,3107,1244,732,644,Inferior olivary complex,left
264,3056,3129,1246,729,649,Inferior olivary complex,left
265,3075,3195,1247,736,664,Medulla,left
265,2194,3088,1267,508,631,Cuneate nucleus,left
265,3014,3027,1244,716,625,Inferior olivary complex,left
265,3058,3043,1242,728,630,Inferior olivary complex,left
266,3096,3163,1244,740,657,Medulla,left
