coordinate_raw_axis_0,coordinate_raw_axis_1,coordinate_raw_axis_2,coordinate_atlas_axis_0,coordinate_atlas_axis_1,coordinate_atlas_axis_2,structure_name,hemisphere
10,2371,2745,1311,550,515,Cuneate nucleus,right
10,2861,3312,1303,682,663,"Medullary reticular nucleus, ventral part",left
12,2839,3326,1301,677,666,"Medullary reticular nucleus, ventral part",left
12,2454,2517,1298,571,459,"Medullary reticular nucleus, dorsal part",right
13,2371,2774,1311,550,523,Cuneate nucleus,right
13,2385,2821,1311,553,535,Cuneate nucleus,right
13,2335,2747,1312,542,515,Cuneate nucleus,right
13,2386,2853,1311,553,545,Nucleus of the solitary tract,right
13,2392,2747,1309,555,514,Cuneate nucleus,right
13,2439,2695,1305,567,501,"Medullary reticular nucleus, dorsal part",right
13,2448,2451,1296,570,444,"Spinal nucleus of the trigeminal, caudal part",right
14,2579,2578,1294,603,472,"Medullary reticular nucleus, dorsal part",right
16,2383,2760,1308,553,519,Cuneate nucleus,right
16,2369,2642,1305,550,488,Medulla,right
16,2410,2623,1302,560,484,"Medullary reticular nucleus, dorsal part",right
17,2884,2617,1297,682,475,"Medullary reticular nucleus, ventral part",right
17,2361,2724,1308,547,510,Cuneate nucleus,right
17,2373,2627,1304,551,485,Medulla,right
18,2387,2591,1302,554,477,"Medullary reticular nucleus, dorsal part",right
18,2379,2684,1305,552,499,Cuneate nucleus,right
20,2429,2707,1302,564,504,"Medullary reticular nucleus, dorsal part",right
20,2730,2752,1293,639,509,"Medullary reticular nucleus, ventral part",right
20,2832,3368,1297,676,676,"Medullary reticular nucleus, ventral part",left
20,2225,2818,1311,516,539,Gracile nucleus,right
20,2726,2762,1293,638,511,"Medullary reticular nucleus, ventral part",right
19,2864,3317,1299,683,664,"Medullary reticular nucleus, ventral part",left
21,2842,2795,1297,668,518,"Medullary reticular nucleus, ventral part",right
22,2408,2748,1304,559,516,Medulla,right
22,2386,2798,1307,553,530,Cuneate nucleus,right
22,2402,2475,1295,558,450,"Spinal nucleus of the trigeminal, caudal part",right
